,input_ids,intent
0,"[101, 5432, 10647, 7923, 2191, 6904, 13871, 4140, 102]",1
1,"[101, 6616, 1040, 15922, 102]",0
2,"[101, 2560, 2123, 2102, 2298, 2066, 15333, 23301, 14330, 6904, 13871, 4140, 102]",0
3,"[101, 6904, 2290, 9901, 9981, 7663, 4402, 102]",0
4,"[101, 2657, 7743, 2126, 2067, 16215, 3146, 1059, 24475, 1057, 3331, 7743, 4632, 9152, 23033, 102]",1
5,"[101, 4487, 2100, 9452, 4676, 8239, 8257, 2175, 2105, 7491, 16455, 20730, 9452, 4485, 4487, 2100, 6904, 13871, 4140, 102]",0
6,"[101, 2559, 2066, 6904, 13871, 4140, 102]",0
7,"[101, 2092, 2245, 2354, 2941, 2158, 2425, 5980, 5559, 4632, 6904, 13871, 4140, 1054, 102]",0
8,"[101, 2113, 8257, 6904, 13871, 4140, 102]",1
9,"[101, 5458, 2111, 3038, 2298, 2066, 2567, 23713, 4214, 2139, 15422, 2890, 2066, 3809, 10514, 9468, 4632, 6904, 2290, 4632, 102]",1
10,"[101, 3398, 12731, 2480, 2454, 2111, 6904, 13871, 4140, 4632, 5181, 14181, 6616, 2157, 6616, 12170, 5638, 5658, 19092, 21463, 2157, 102]",0
11,"[101, 2773, 2224, 25223, 5104, 5236, 1044, 22571, 10085, 17625, 4688, 6904, 13871, 4140, 102]",0
12,"[101, 5223, 6904, 13871, 12868, 5622, 2243, 102]",0
13,"[101, 3844, 9152, 13327, 17219, 3246, 1057, 2131, 15504, 2028, 4176, 2453, 2689, 27112, 102]",0
14,"[101, 1048, 26677, 2615, 6616, 9152, 13327, 2016, 5092, 2239, 3246, 1054, 23509, 2066, 9152, 13327, 2015, 2317, 6873, 2860, 102]",0
15,"[101, 2109, 5495, 4515, 9152, 13327, 2015, 3456, 2367, 5194, 3786, 5194, 3659, 3456, 3338, 15488, 2232, 102]",0
16,"[101, 2204, 2305, 6904, 5620, 6904, 18150, 4570, 2931, 2544, 6904, 5620, 2066, 6904, 2290, 3802, 4570, 2191, 2931, 1044, 102]",0
17,"[101, 2064, 2102, 3233, 5390, 3676, 3762, 4632, 9152, 23033, 6069, 2552, 2066, 7743, 2681, 10930, 4632, 16021, 2696, 17258, 8780, 10930, 5236, 2298, 2378, 4632, 102]",1
18,"[101, 9152, 13327, 102]",0
19,"[101, 6616, 18681, 2293, 6904, 13871, 4140, 3505, 19356, 102]",1
20,"[101, 3291, 1057, 2113, 5181, 2491, 9152, 13327, 2015, 3191, 2338, 2048, 102]",0
21,"[101, 8239, 5223, 9152, 13327, 2015, 7987, 27225, 102]",0
22,"[101, 2427, 5055, 2124, 2907, 6715, 2015, 11703, 5243, 2015, 102]",3
23,"[101, 3342, 4433, 20877, 2305, 4377, 14101, 8670, 13668, 2075, 2159, 7491, 2215, 2175, 6057, 5292, 3270, 102]",3
24,"[101, 4365, 12005, 21766, 4246, 2130, 6069, 11669, 2831, 2028, 2131, 2208, 2362, 12005, 2204, 26171, 2644, 102]",3
25,"[101, 2036, 3407, 19125, 2154, 9617, 2818, 4948, 5130, 15876, 2078, 2593, 3759, 2519, 2277, 4014, 102]",3
26,"[101, 2767, 4081, 4377, 8867, 14414, 3477, 7052, 3241, 10276, 7971, 2522, 9236, 102]",3
27,"[101, 4593, 25818, 2965, 3087, 2842, 2467, 2245, 17276, 2773, 8670, 2497, 102]",3
28,"[101, 6731, 2154, 6721, 2474, 2290, 19547, 2486, 2485, 7396, 2128, 21197, 6731, 1043, 2290, 102]",3
29,"[101, 1059, 9587, 18037, 2502, 12845, 2350, 6531, 2730, 9700, 2307, 2208, 25222, 102]",3
30,"[101, 8554, 2080, 102]",3
31,"[101, 4929, 26822, 2100, 26822, 2015, 18001, 6879, 4997, 3014, 2057, 8988, 102]",3
32,"[101, 22091, 2860, 2860, 10140, 12286, 7102, 10369, 12425, 3611, 6471, 23713, 2092, 2228, 2342, 3926, 6251, 8840, 2140, 102]",3
33,"[101, 2435, 15589, 4470, 4918, 2720, 1051, 10993, 102]",3
34,"[101, 7922, 2296, 2051, 2351, 20916, 7685, 4743, 102]",3
35,"[101, 2755, 5035, 10556, 13639, 6182, 2319, 10439, 2089, 2191, 2454, 3084, 4299, 3177, 2832, 27754, 2202, 1051, 2615, 102]",3
36,"[101, 2377, 7906, 2377, 15966, 2175, 2078, 3756, 11112, 102]",3
37,"[101, 10041, 102]",3
38,"[101, 12934, 5030, 6302, 102]",3
39,"[101, 8839, 2502, 2739, 21208, 2288, 10131, 102]",3
40,"[101, 3564, 2894, 3666, 2317, 20649, 6471, 18001, 15019, 5572, 2735, 102]",3
41,"[101, 2215, 2175, 11171, 2160, 2672, 2131, 25751, 6924, 2113, 2156, 11277, 1054, 102]",3
42,"[101, 14189, 13240, 2131, 2198, 3490, 102]",3
43,"[101, 7743, 2442, 11823, 2095, 2431, 1059, 24475, 3308, 2009, 2818, 102]",1
44,"[101, 4121, 4632, 2235, 5808, 23713, 3100, 2227, 23713, 7743, 2229, 2428, 2228, 6904, 2213, 102]",1
45,"[101, 6173, 13109, 4710, 7743, 102]",1
46,"[101, 2196, 6069, 7929, 9152, 23033, 2105, 2632, 4140, 7743, 2229, 3337, 3426, 2931, 3337, 2404, 102]",1
47,"[101, 2919, 7743, 2229, 8840, 2140, 102]",1
